element_id,element_type,floor,length_m,width_m,height_m,quantity_elements,material_type,unit_cost_per_sqm,wastage_percent,planned_start_week,planned_end_week,formwork_area_per_element_sqm,total_formwork_area_sqm,boq_area_sqm,actual_area_sqm,boq_adjustment_factor,actual_cost,duration_weeks,weekly_area_demand_sqm
4984,Beam,11,0.3,0.6,5.5,10,Steel,884,13,11,13,9.9,111.87,106.07366094538287,111.87,1.054644470672146,106646.53373371054,3,37.29
4985,Beam,5,0.23,0.45,6.0,15,Steel,865,13,6,9,8.16,138.312,137.22768095848576,138.312,1.0079016058126222,134269.92493937083,4,34.578
4986,Wall,2,6.0,0.2,3.0,16,Plywood,515,11,2,5,37.2,660.672,660.5673572432949,660.672,1.0001584134540675,379394.50511914643,4,165.168
4987,Slab,25,6.0,5.0,0.15,1,Plywood,494,16,26,29,3.3,3.828,4.172258628445027,3.828,0.9174886652284713,2122.226653695145,4,0.957
4988,Slab,24,6.0,4.0,0.15,1,Plywood,442,14,24,26,3.0,3.42,3.272577187468376,3.42,1.0450479252547953,1540.0891865451497,3,1.14
4989,Column,24,0.35,0.55,3.3,10,Steel,920,9,24,27,5.94,64.746,76.12958197953417,64.746,0.85047097746321,62236.83927761686,4,16.1865
4990,Column,23,0.4,0.4,2.8,25,Steel,912,10,22,26,4.48,123.2,114.69055641435305,123.2,1.074194806021379,125797.21755430652,5,24.64
4991,Column,17,0.23,0.45,3.0,7,Steel,967,11,18,21,4.08,31.702,28.59721401174313,31.702,1.108569526632277,34704.847817387046,4,7.9255
4992,Column,14,0.23,0.45,3.2,26,Steel,929,10,15,19,4.352,124.467,143.94403659757697,124.467,0.8646902153228567,113244.20275105782,5,24.8934
4993,Beam,25,0.3,0.6,4.0,14,Steel,819,10,24,28,7.2,110.88,123.20219888552985,110.88,0.899983936999544,89567.20121880318,5,22.176
4994,Column,14,0.35,0.55,3.2,28,Steel,910,9,14,16,5.76,175.795,176.9566465227698,175.795,0.9934354173997056,163071.48303658157,3,58.59833333333333
4995,Beam,17,0.3,0.6,4.0,22,Steel,885,10,16,19,7.2,174.24,187.94396062733372,174.24,0.9270848577331691,170248.63476400892,4,43.56
4996,Beam,6,0.23,0.45,5.5,21,Steel,920,11,6,8,7.48,174.359,168.6161777634684,174.359,1.0340585483119393,180460.96048609258,3,58.11966666666667
4997,Column,19,0.3,0.6,2.8,22,Steel,930,11,19,22,5.04,123.077,116.98676783589808,123.077,1.0520591540117163,122021.5736543309,4,30.76925
4998,Column,21,0.3,0.6,3.0,31,Steel,948,8,21,23,5.4,180.792,188.26679833199998,180.792,0.9602967788360722,166703.90020149536,3,60.264
4999,Beam,17,0.23,0.6,4.5,7,Steel,986,10,17,19,7.47,57.519,57.861603233315975,57.519,0.9940789191074694,57323.38656346573,3,19.173
5000,Beam,13,0.23,0.45,5.0,7,Steel,930,13,13,15,6.8,53.788,58.33679818745768,53.788,0.9220252340068319,56095.8429458699,3,17.929333333333332
5001,Slab,5,6.0,5.0,0.15,1,Plywood,483,13,4,6,3.3,3.729,3.600143492768426,3.729,1.0357920475921047,1836.2483908493941,3,1.243
5002,Slab,1,8.0,4.0,0.15,1,Plywood,488,15,1,4,3.6,4.14,4.549356204096288,4.14,0.910018871741083,1960.8447058716733,4,1.035
5003,Column,16,0.3,0.45,3.0,25,Steel,1009,8,15,19,4.5,121.5,137.30210241503755,121.5,0.8849099748868312,123870.15110008672,5,24.3
5004,Column,18,0.35,0.55,3.3,8,Steel,919,8,18,20,5.94,51.322,48.75543003975221,51.322,1.0526417254068965,52416.31989125992,3,17.107333333333333
5005,Column,20,0.3,0.45,2.8,25,Steel,945,9,20,24,4.2,114.45,104.51087416115415,114.45,1.0951013558983334,113421.9679527137,5,22.89
5006,Column,24,0.35,0.55,3.2,29,Steel,901,8,24,27,5.76,180.403,186.1535643799462,180.403,0.9691084916955492,159993.542115642,4,45.10075
5007,Beam,13,0.23,0.45,4.0,12,Steel,906,11,12,16,5.44,72.461,82.0408677885294,72.461,0.8832305405005868,66472.0248681321,5,14.4922
5008,Wall,21,4.5,0.2,3.0,8,Plywood,547,12,22,24,28.2,252.672,276.73495278425696,252.672,0.9130469333846076,157660.20062728724,3,84.224
5009,Column,18,0.3,0.6,3.2,35,Steel,904,10,18,21,5.76,221.76,246.2787870957419,221.76,0.9004429598469229,207766.48137498382,4,55.44
5010,Column,7,0.3,0.6,2.8,7,Steel,911,9,8,10,5.04,38.455,39.256856045833494,38.455,0.9795741145216187,36374.94537039814,3,12.818333333333333
5011,Slab,22,7.5,4.0,0.15,1,Plywood,547,14,23,26,3.45,3.933,3.816912248844097,3.933,1.0304140476876456,2109.644738285484,4,0.98325
5012,Beam,2,0.23,0.45,4.0,28,Steel,891,13,1,5,5.44,172.122,182.36905141915005,172.122,0.9438114562782991,155033.99929055374,5,34.424400000000006
5013,Column,15,0.35,0.55,3.0,13,Steel,905,10,14,16,5.4,77.22,74.23233566139389,77.22,1.0402474785682907,77776.61643659911,3,25.74
5014,Column,24,0.4,0.4,3.0,18,Steel,952,10,24,28,4.8,95.04,106.2422326084382,95.04,0.8945595142966859,100180.93074039527,5,19.008000000000003
5015,Wall,17,6.0,0.2,3.0,17,Plywood,472,11,18,22,37.2,701.964,673.2466083873416,701.964,1.042655085454417,343619.16040827875,5,140.39280000000002
5016,Column,24,0.23,0.45,2.8,28,Steel,995,10,24,26,3.808,117.286,115.80573104995749,117.286,1.012782346232968,131722.35844465272,3,39.095333333333336
5017,Beam,2,0.23,0.45,5.5,14,Steel,828,12,2,5,7.48,117.286,123.38058326111761,117.286,0.9506033842600721,99642.76984060196,4,29.3215
5018,Slab,14,6.0,4.0,0.15,1,Plywood,461,16,14,17,3.0,3.48,3.6401251712458085,3.48,0.9560110810170281,1801.3913316633464,4,0.87
5019,Column,20,0.35,0.55,2.8,24,Steel,936,8,21,23,5.04,130.637,141.12124799570552,130.637,0.9257075164469594,116934.36371730057,3,43.54566666666667
5020,Slab,17,7.5,4.0,0.15,1,Plywood,462,15,18,20,3.45,3.968,4.091934052435101,3.968,0.969712597796793,1868.8648247467497,3,1.3226666666666667
5021,Column,23,0.3,0.45,3.0,37,Steel,964,11,23,26,4.5,184.815,217.31323785368778,184.815,0.8504544031709281,199721.66089153744,4,46.20375
5022,Column,12,0.35,0.55,3.2,14,Steel,956,9,13,17,5.76,87.898,101.25675810352332,87.898,0.8680704542222698,94976.46005795075,5,17.5796
5023,Column,18,0.3,0.45,3.0,8,Steel,954,9,18,21,4.5,39.24,45.66492354795771,39.24,0.8593028729981296,41226.552745224675,4,9.81
5024,Wall,11,4.0,0.2,3.0,19,Plywood,485,12,10,14,25.2,536.256,583.9050115543564,536.256,0.9183959537742027,281924.2496600064,5,107.2512
5025,Column,22,0.3,0.45,3.2,28,Steel,894,10,22,25,4.8,147.84,161.21987108425847,147.84,0.9170085486716105,147117.39915170523,4,36.96
5026,Column,3,0.3,0.45,3.2,13,Steel,977,9,4,7,4.8,68.016,73.64497730148719,68.016,0.9235660392908627,72532.72966846474,4,17.004
5027,Wall,7,4.5,0.2,3.0,21,Plywood,496,10,8,12,28.2,651.42,671.2656707619674,651.42,0.9704354451204987,323377.08172444446,5,130.284
5028,Column,3,0.3,0.6,3.3,36,Steel,987,11,2,6,5.94,237.362,236.5625173875983,237.362,1.0033795827894907,244408.12994416774,5,47.4724
5029,Wall,18,6.0,0.2,3.0,21,Plywood,471,9,18,21,37.2,851.508,917.5857584057437,851.508,0.9279873757843079,434003.7593042325,4,212.877
5030,Slab,6,6.0,4.0,0.15,1,Plywood,483,14,5,9,3.0,3.42,3.10419566490405,3.42,1.1017346743526593,1763.4605724746882,5,0.6839999999999999
5031,Beam,8,0.23,0.6,4.5,16,Steel,859,10,7,9,7.47,131.472,118.61889358564508,131.472,1.1083563168212722,127279.32753731273,3,43.824000000000005
5032,Slab,21,7.5,4.0,0.15,1,Plywood,439,13,20,22,3.45,3.898,4.504109951671418,3.898,0.8654318038025475,1787.831574642748,3,1.2993333333333335
5033,Slab,10,6.0,4.0,0.15,1,Plywood,470,16,11,13,3.0,3.48,3.1804667027478377,3.48,1.0941790388792227,1612.043231098951,3,1.16
5034,Column,4,0.23,0.45,3.2,36,Steel,978,9,4,8,4.352,170.772,180.58089522382153,170.772,0.9456814342864793,165831.949682365,5,34.154399999999995
5035,Wall,1,5.0,0.2,3.0,24,Plywood,527,10,2,5,31.2,823.68,893.277936175909,823.68,0.9220870309706123,485826.5299186886,4,205.92
5036,Wall,6,6.0,0.2,3.0,4,Plywood,542,10,6,8,37.2,163.68,157.0430000593801,163.68,1.042262309928557,84433.5671233367,3,54.56
5037,Wall,23,4.5,0.2,3.0,18,Plywood,543,11,22,24,28.2,563.436,658.4985001766287,563.436,0.8556374841383388,343829.80834212643,3,187.812
5038,Beam,14,0.25,0.5,5.5,21,Steel,957,13,14,16,8.25,195.772,187.35942882801686,195.772,1.0449007088920264,180069.04165899684,3,65.25733333333334
5039,Beam,25,0.25,0.5,5.0,10,Steel,954,11,26,29,7.5,83.25,97.0157618094827,83.25,0.8581079862412916,81670.61727297893,4,20.8125
5040,Beam,6,0.23,0.6,6.0,10,Steel,957,13,6,9,9.96,112.548,127.05510864986834,112.548,0.8858203435971531,119560.1601965098,4,28.137
5041,Column,9,0.23,0.45,3.2,36,Steel,920,11,9,11,4.352,173.906,169.07539322267354,173.906,1.0285707262615353,165037.0077887884,3,57.96866666666667
5042,Beam,5,0.23,0.6,4.5,21,Steel,878,13,4,6,7.47,177.263,167.55310894397977,177.263,1.0579511243761324,173452.61511331753,3,59.08766666666667
5043,Beam,10,0.23,0.45,4.0,27,Steel,914,10,11,15,5.44,161.568,160.7391259558109,161.568,1.0051566414789201,143251.78340726977,5,32.3136
5044,Slab,15,7.5,4.0,0.15,1,Plywood,522,13,15,17,3.45,3.898,3.973563392196459,3.898,0.9809834688066498,2141.190922898471,3,1.2993333333333335
5045,Column,21,0.3,0.45,2.8,22,Steel,994,8,22,26,4.2,99.792,97.17100333115417,99.792,1.026973032890415,105789.08354418645,5,19.9584
5046,Beam,10,0.25,0.5,6.0,25,Steel,892,12,9,11,9.0,252.0,302.3162010858344,252.0,0.8335643246868252,253595.4013522752,3,84.0
5047,Beam,20,0.23,0.45,4.5,27,Steel,927,10,19,23,6.12,181.764,176.1103581732754,181.764,1.0321028353208048,163225.4186413606,5,36.3528
5048,Beam,16,0.23,0.6,5.0,12,Steel,972,13,16,20,8.3,112.548,129.33908655218,112.548,0.870177786160521,111335.17973785366,5,22.5096
5049,Wall,8,6.0,0.2,3.0,12,Plywood,534,12,7,9,37.2,499.968,473.8373345331988,499.968,1.0551469113182983,288840.70127944206,3,166.656
5050,Slab,23,10.0,4.0,0.15,1,Plywood,478,12,23,25,4.2,4.704,5.616921215189417,4.704,0.8374694641041656,2576.763309644673,3,1.5679999999999998
5051,Column,11,0.35,0.55,2.8,20,Steel,975,8,11,13,5.04,108.864,105.34301572875893,108.864,1.0334239934834126,118842.8545206529,3,36.288000000000004
5052,Column,4,0.3,0.6,3.3,18,Steel,990,11,3,6,5.94,118.681,121.82682581108145,118.681,0.9741778890639429,131511.1308225917,4,29.67025
5053,Slab,25,8.0,4.0,0.15,1,Plywood,472,13,25,27,3.6,4.068,4.342871587083552,4.068,0.9367074108520574,2022.6992212036832,3,1.3559999999999999
5054,Beam,23,0.3,0.6,5.0,15,Steel,891,12,23,25,9.0,151.2,141.5361600394804,151.2,1.0682782404003608,143187.62525763904,3,50.4
5055,Slab,2,10.0,4.0,0.15,1,Plywood,524,12,2,4,4.2,4.704,5.386296479226508,4.704,0.8733273443342858,2764.913327915804,3,1.5679999999999998
5056,Column,23,0.35,0.55,3.0,18,Steel,911,10,24,28,5.4,106.92,105.0388131462703,106.92,1.0179094450649406,109474.93699176474,5,21.384
5057,Column,24,0.23,0.45,3.2,34,Steel,951,10,24,26,4.352,162.765,173.30907466025843,162.765,0.9391602852826476,171886.77742725276,3,54.254999999999995
5058,Beam,21,0.25,0.5,4.0,16,Steel,913,10,20,22,6.0,105.6,112.45239912276205,105.6,0.9390640024026395,107376.30972802307,3,35.199999999999996
5059,Slab,7,8.0,4.0,0.15,1,Plywood,500,13,8,10,3.6,4.068,4.396662652098388,4.068,0.925247243624314,2290.1334266415583,3,1.3559999999999999
5060,Wall,16,4.5,0.2,3.0,24,Plywood,531,12,17,20,28.2,758.016,694.8321796683645,758.016,1.0909339293436184,391540.76447838516,4,189.504
5061,Wall,14,5.0,0.2,3.0,11,Plywood,467,12,15,17,31.2,384.384,365.3899062443596,384.384,1.0519830828138361,181038.14412315923,3,128.12800000000001
5062,Beam,16,0.23,0.6,6.0,25,Steel,896,11,15,18,9.96,276.39,262.11657720647656,276.39,1.054454483366307,283609.1811211792,4,69.0975
5063,Slab,16,6.0,5.0,0.15,1,Plywood,497,12,16,20,3.3,3.696,3.6613144364402963,3.696,1.009473527652934,1945.2075731103566,5,0.7392000000000001
5064,Column,16,0.23,0.45,3.0,27,Steel,955,9,17,21,4.08,120.074,113.28672674118249,120.074,1.0599123432555684,112984.1823123534,5,24.0148
5065,Beam,13,0.3,0.6,5.5,18,Steel,926,11,14,17,9.9,197.802,232.7291643275388,197.802,0.8499235605968879,192434.8213983262,4,49.4505
5066,Wall,18,4.0,0.2,3.0,14,Plywood,543,11,17,21,25.2,391.608,412.7103199367489,391.608,0.9488689307793831,229475.30227640053,5,78.3216
5067,Beam,14,0.23,0.45,5.0,14,Steel,886,10,13,15,6.8,104.72,113.83823684022754,104.72,0.9199018089763195,103511.629171189,3,34.906666666666666
5068,Wall,1,5.0,0.2,3.0,17,Plywood,521,9,2,4,31.2,578.136,582.3254351315903,578.136,0.9928056806746838,335075.3777030708,3,192.712
5069,Column,1,0.3,0.6,3.3,24,Steel,910,8,1,3,5.94,153.965,151.32817113128587,153.965,1.0174245736864587,134482.56940680844,3,51.321666666666665
5070,Column,24,0.4,0.4,3.3,33,Steel,888,11,23,25,5.28,193.406,203.2606451357794,193.406,0.9515172003454164,178735.38856475646,3,64.46866666666666
5071,Beam,23,0.3,0.6,4.5,11,Steel,935,10,22,25,8.1,98.01,96.86297842906862,98.01,1.0118416921463067,87434.36948781819,4,24.5025
5072,Wall,15,3.0,0.2,3.0,21,Plywood,535,9,16,19,19.2,439.488,440.8476781821368,439.488,0.9969157642210037,265135.5095571281,4,109.872
5073,Column,5,0.4,0.4,2.8,36,Steel,933,8,6,8,4.48,174.182,180.42211583467392,174.182,0.9654137974948042,160038.5737813808,3,58.06066666666666
5074,Slab,20,6.0,4.0,0.15,1,Plywood,430,12,19,22,3.0,3.36,3.5337795566818304,3.36,0.9508233171044186,1553.1237919156408,4,0.84
5075,Column,4,0.3,0.6,3.3,14,Steel,920,10,4,6,5.94,91.476,109.34073256252664,91.476,0.8366141131136956,89554.43504814924,3,30.492
5076,Slab,10,10.0,4.0,0.15,1,Plywood,503,13,11,15,4.2,4.746,4.5893667010249715,4.746,1.0341296107238602,2566.5336272995933,5,0.9492
5077,Beam,9,0.25,0.5,4.0,18,Steel,942,11,9,12,6.0,119.88,125.44157479383951,119.88,0.9556640228490447,120005.59728596348,4,29.97
5078,Column,1,0.4,0.4,3.0,19,Steel,990,10,1,3,4.8,100.32,94.78770531167115,100.32,1.058365108324314,108564.95551045676,3,33.44
5079,Slab,21,6.0,4.0,0.15,1,Plywood,483,12,22,26,3.0,3.36,3.3767992265696365,3.36,0.9950251035248245,1744.956268331935,5,0.6719999999999999
5080,Slab,13,6.0,5.0,0.15,1,Plywood,448,16,12,16,3.3,3.828,4.268959629362435,3.828,0.8967055986359159,1660.1687732796254,5,0.7656
5081,Beam,8,0.23,0.6,5.5,9,Steel,891,13,7,11,9.13,92.852,88.42654769173707,92.852,1.050046648023515,84663.20095363319,5,18.5704
5082,Column,13,0.3,0.6,2.8,12,Steel,928,10,12,14,5.04,66.528,71.47804193660679,66.528,0.9307473763621431,65400.200160447705,3,22.176000000000002
5083,Column,1,0.23,0.45,3.2,28,Steel,942,9,2,5,4.352,132.823,136.14494401601203,132.823,0.9755999457782191,127000.99534669386,4,33.20575
5084,Wall,11,3.0,0.2,3.0,4,Plywood,531,9,10,12,19.2,83.712,76.63614804635618,83.712,1.0923304750307092,48988.02298087489,3,27.904
5085,Slab,13,8.0,4.0,0.15,1,Plywood,452,15,14,17,3.6,4.14,4.884879449916228,4.14,0.8475132380331306,1896.691127245621,4,1.035
5086,Slab,9,6.0,4.0,0.15,1,Plywood,475,12,9,13,3.0,3.36,3.440911965415229,3.36,0.9764853137108769,1780.71598843753,5,0.6719999999999999
5087,Slab,21,10.0,4.0,0.15,1,Plywood,489,13,20,22,4.2,4.746,5.387554601602511,4.746,0.880919146246484,2272.8620478503008,3,1.582
5088,Slab,7,6.0,5.0,0.15,1,Plywood,454,15,7,11,3.3,3.795,3.889472906921154,3.795,0.9757106144760531,1901.9054063982226,5,0.759
5089,Column,4,0.3,0.6,3.2,13,Steel,952,9,3,5,5.76,81.619,96.40902362608165,81.619,0.846590878428101,76667.32381049938,3,27.206333333333333
5090,Beam,14,0.23,0.45,5.0,26,Steel,863,13,14,16,6.8,199.784,197.21499758806283,199.784,1.0130264049050834,182000.31462534962,3,66.59466666666667
5091,Slab,23,6.0,4.0,0.15,1,Plywood,460,13,24,26,3.0,3.39,3.4702385707323877,3.39,0.9768780822710257,1581.3951414399883,3,1.1300000000000001
5092,Column,10,0.3,0.45,3.2,20,Steel,971,9,10,14,4.8,104.64,117.99826623021951,104.64,0.8867926906302421,109476.49715891978,5,20.928
5093,Column,2,0.35,0.55,3.0,29,Steel,947,9,1,3,5.4,170.694,171.22318461436515,170.694,0.9969093869176828,160442.6361814148,3,56.897999999999996
5094,Beam,25,0.23,0.45,4.5,21,Steel,914,10,24,26,6.12,141.372,142.6877663666391,141.372,0.9907787023362732,143308.92352972188,3,47.124
5095,Wall,12,4.0,0.2,3.0,24,Plywood,499,12,13,15,25.2,677.376,811.7992025743899,677.376,0.8344132364898794,359885.5809173706,3,225.792
5096,Slab,5,8.0,4.0,0.15,1,Plywood,491,15,6,10,3.6,4.14,4.4160732409074175,4.14,0.9374844514918665,2320.280486250068,5,0.828
5097,Column,16,0.4,0.4,3.0,10,Steel,874,10,16,19,4.8,52.8,58.43978638613514,52.8,0.9034940622665728,50409.08154450859,4,13.2
5098,Wall,8,3.0,0.2,3.0,3,Plywood,556,11,9,11,19.2,63.936,69.88452042085356,63.936,0.914880714856011,38089.38506296119,3,21.312
5099,Column,24,0.3,0.45,3.3,20,Steel,946,11,23,26,4.95,109.89,126.19517535931072,109.89,0.8707939878613773,115997.33721490367,4,27.4725
5100,Column,8,0.3,0.6,2.8,23,Steel,1015,8,7,9,5.04,125.194,145.04319944985286,125.194,0.8631497407314467,126301.41119583866,3,41.73133333333333
5101,Wall,14,4.5,0.2,3.0,24,Plywood,475,11,14,18,28.2,751.248,803.0667129018166,751.248,0.9354739624126944,384158.5782827527,5,150.24960000000002
5102,Slab,14,6.0,5.0,0.15,1,Plywood,447,12,15,19,3.3,3.696,3.653003775922744,3.696,1.0117701011864944,1698.50457695237,5,0.7392000000000001
5103,Wall,7,3.0,0.2,3.0,13,Plywood,540,9,8,12,19.2,272.064,246.71853796687097,272.064,1.102730270055882,161423.5768866536,5,54.412800000000004
5104,Slab,13,8.0,4.0,0.15,1,Plywood,482,16,12,14,3.6,4.176,4.52812439293338,4.176,0.9222361484850311,1922.0409620890246,3,1.3920000000000001
5105,Slab,3,6.0,4.0,0.15,1,Plywood,487,12,3,6,3.0,3.36,3.8560725839317445,3.36,0.8713528925780912,1694.478771557784,4,0.84
5106,Column,17,0.23,0.45,3.0,35,Steel,908,10,17,20,4.08,157.08,162.60323779493146,157.08,0.9660324242626882,154087.47918876857,4,39.27
5107,Column,19,0.35,0.55,3.2,30,Steel,907,8,20,22,5.76,186.624,177.1830356288901,186.624,1.053283681124439,176398.86649208656,3,62.208
5108,Wall,24,4.0,0.2,3.0,8,Plywood,542,9,25,29,25.2,219.744,216.76089211055083,219.744,1.0137622052594606,118814.72840761184,5,43.9488
5109,Wall,9,3.0,0.2,3.0,22,Plywood,523,9,8,11,19.2,460.416,484.8165188910404,460.416,0.9496706115813593,251120.5237014056,4,115.104
5110,Beam,8,0.25,0.5,5.0,19,Steel,901,12,9,11,7.5,159.6,183.7002967646507,159.6,0.8688064353236892,161048.20457351673,3,53.199999999999996
5111,Beam,14,0.25,0.5,4.5,7,Steel,933,10,13,17,6.75,51.975,49.455560930071854,51.975,1.0509434939680602,48074.07669863154,5,10.395
5112,Column,18,0.35,0.55,3.3,25,Steel,943,8,18,22,5.94,160.38,173.79497911988756,160.38,0.9228114690779783,154782.5247043111,5,32.076
5113,Column,25,0.4,0.4,3.2,37,Steel,967,10,24,26,5.12,208.384,234.6425895748411,208.384,0.888091119253243,231343.93455219542,3,69.46133333333333
5114,Wall,1,4.0,0.2,3.0,7,Plywood,562,11,1,4,25.2,195.804,231.2081546014919,195.804,0.8468732443173808,124629.3732301666,4,48.951
5115,Column,6,0.3,0.45,3.2,25,Steel,1004,10,5,7,4.8,132.0,123.42146619048283,132.0,1.0695060111851002,126801.95128907228,3,44.0
5116,Beam,7,0.3,0.6,5.0,29,Steel,831,13,7,9,9.0,294.93,347.4032053992459,294.93,0.8489558974018615,258827.9646574481,3,98.31
5117,Wall,7,4.5,0.2,3.0,11,Plywood,584,9,8,12,28.2,338.118,365.31630001743736,338.118,0.9255486272686461,190171.16958761273,5,67.6236
5118,Beam,12,0.23,0.6,5.5,15,Steel,923,10,12,14,9.13,150.645,170.23042819162103,150.645,0.8849475478639192,157786.00217362717,3,50.215
5119,Beam,22,0.23,0.6,4.0,20,Steel,871,13,23,26,6.64,150.064,137.47849440500872,150.064,1.0915452678577833,135712.9480643824,4,37.516
5120,Column,1,0.35,0.55,3.2,12,Steel,909,9,2,4,5.76,75.341,79.24701245823542,75.341,0.9507109184678229,70792.0495984924,3,25.113666666666663
5121,Column,21,0.3,0.6,2.8,39,Steel,965,10,20,22,5.04,216.216,234.98114928331586,216.216,0.9201418950390323,209605.9707494925,3,72.072
5122,Column,16,0.4,0.4,3.3,19,Steel,973,8,17,20,5.28,108.346,107.48466576445882,108.346,1.0080135545792988,112142.679339166,4,27.0865
5123,Column,16,0.35,0.55,3.2,20,Steel,1000,10,15,18,5.76,126.72,130.45761431117722,126.72,0.9713499719360038,124058.84763554455,4,31.68
5124,Column,17,0.35,0.55,2.8,28,Steel,872,8,16,19,5.04,152.41,162.51317363938907,152.41,0.9378316636544946,147492.910796555,4,38.1025
5125,Column,3,0.3,0.45,3.2,6,Steel,967,11,2,5,4.8,31.968,34.07035576159879,31.968,0.9382936950729353,32404.365779604348,4,7.992
5126,Column,19,0.35,0.55,3.0,19,Steel,941,11,19,23,5.4,113.886,103.92763250474495,113.886,1.095820209267255,113949.58439252646,5,22.7772
5127,Column,7,0.23,0.45,3.3,7,Steel,942,10,6,8,4.488,34.558,35.658483266830004,34.558,0.9691382480125371,36400.20454044342,3,11.519333333333334
5128,Wall,13,6.0,0.2,3.0,23,Plywood,562,9,13,16,37.2,932.604,899.1658999295562,932.604,1.0371879094537098,517325.4383523104,4,233.151
5129,Column,17,0.35,0.55,2.8,19,Steel,1050,9,17,20,5.04,104.378,122.6450396581178,104.378,0.8510576562326652,107956.95935415369,4,26.0945
5130,Beam,16,0.23,0.6,4.5,14,Steel,872,13,17,20,7.47,118.175,140.9797020998475,118.175,0.8382412378507065,106568.7746533791,4,29.54375
5131,Wall,9,4.5,0.2,3.0,9,Plywood,549,12,10,13,28.2,284.256,281.3833284508361,284.256,1.0102091035918137,172789.80809232555,4,71.064
5132,Column,10,0.35,0.55,2.8,36,Steel,1015,9,9,13,5.04,197.77,188.38692480430257,197.77,1.049807465170126,193050.1689862949,5,39.554
5133,Beam,12,0.25,0.5,5.0,19,Steel,923,13,13,16,7.5,161.025,155.5261967719371,161.025,1.0353561222623242,164831.37652248403,4,40.25625
5134,Slab,2,6.0,5.0,0.15,1,Plywood,423,14,3,6,3.3,3.762,3.9249911953913434,3.762,0.9584734876392271,1671.1330974108162,4,0.9405
5135,Beam,19,0.25,0.5,4.0,20,Steel,954,10,18,21,6.0,132.0,153.43042172488185,132.0,0.8603248203064381,133779.94954501602,4,33.0
5136,Column,3,0.23,0.45,2.8,36,Steel,963,11,3,7,3.808,152.168,159.7780532263892,152.168,0.9523710980781164,155751.66774323815,5,30.433600000000002
5137,Slab,12,10.0,4.0,0.15,1,Plywood,522,13,11,13,4.2,4.746,4.3502672174702415,4.746,1.0909674653870767,2381.371352682505,3,1.582
5138,Slab,17,6.0,4.0,0.15,1,Plywood,464,16,16,19,3.0,3.48,3.1736405692325227,3.48,1.0965324913405565,1614.6459804982885,4,0.87
5139,Beam,3,0.25,0.5,5.5,28,Steel,901,10,4,6,8.25,254.1,246.02401178482972,254.1,1.0328260162761407,252081.0740538652,3,84.7
5140,Column,25,0.23,0.45,3.3,11,Steel,946,11,24,28,4.488,54.798,63.17285414113244,54.798,0.8674295430372285,53521.2684235076,5,10.9596
5141,Column,10,0.23,0.45,2.8,8,Steel,959,9,9,13,3.808,33.206,36.0764650180536,33.206,0.920433861338212,33822.208961847246,5,6.6412
5142,Slab,1,10.0,4.0,0.15,1,Plywood,494,14,2,6,4.2,4.788,5.117832661178629,4.788,0.9355522771034352,2693.9826590715948,5,0.9576
5143,Column,17,0.4,0.4,3.0,10,Steel,908,9,16,19,4.8,52.32,52.094546725177146,52.32,1.0043277711199259,45570.87450757496,4,13.08
